Voltage (V),Current (A),Power Factor (PF),Frequency (Hz),Transformer Load (%),Reactive Power (kVAR),Active Power (kW),Harmonic Distortion (%),Battery Storage Level (%),Smart Meter Readings (kWh),Outage Frequency (events/year),Mean Time Between Failures (MTBF in hours),Previous Fault Occurrences (count),Load Variability Index,Fault Type,Weather Conditions - Temperature (°C),Weather Conditions - Wind Speed (km/h),Weather Conditions - Humidity (%),Weather Conditions - Precipitation (mm),Solar Radiation (W/m²),Energy Demand Forecast (MW),Grid Interconnection Status,Grid Stability,Failure Risk
220.42554306940093,394.6170533832695,0.8472528055885015,50.26439308415491,60.79940607164644,49.2626478776925,259.6813418606497,2.895424999050102,50.929038930574876,95.86808519528348,0,1730.6288029658556,0,0.5610796347167343,Voltage Sag,38.75542692884226,67.34496021369908,93.8599388449996,115.88261944875772,824.477004366756,55.63446296396589,0,1,Low
230.5866938592945,417.7748791400095,0.9713704427084924,49.943405622339185,76.18682617638225,74.65415866737784,329.651594765962,2.9399460533818456,70.82392732111411,54.304688657318025,2,1823.8633798589906,2,0.6729228172666287,None,31.542917542009064,75.8893304788265,61.33160756431839,10.346103181971733,578.535860747927,140.26738578926668,1,1,Medium
226.5519068117568,478.7421219964011,0.8392563941297129,50.18011446830433,74.18085199260085,57.98339464893627,472.50264862209275,0.08361580647015088,45.888260531478565,2.256180667604546,1,1455.3872537996315,3,0.7922205427895476,None,21.443560307324674,71.44588381910872,33.35212103024199,173.8629631376571,952.4657399892984,64.02044962363178,1,1,Low
233.66295239141866,442.21257380449566,0.9715325610069683,50.21448281059566,68.60216956394399,17.438815323580418,437.81743322140716,1.5552968709063792,86.44892875674778,0.21736572904800244,0,1343.7143510447918,0,0.45925763967725297,None,22.43029631350824,80.06812768933727,32.458097649981035,124.9888798130618,245.15569670846858,74.92104228546744,0,0,Low
239.33520311138872,441.07239336950937,0.8013743556635986,50.34315175362139,98.87541599743992,78.47287899620413,306.9340008679866,3.1050981259052675,36.72264698424655,88.55671818847597,3,1382.5572407504003,0,0.39124785831640707,Frequency Drift,7.257428130945889,93.18067233601055,42.29815891493655,166.41704071682955,870.6862921338367,85.11379525199189,1,1,High
212.8375543271094,475.92420528811573,0.9095990227124517,50.243097015874056,71.12008907080457,89.6712257404256,231.3763854087105,3.640715346850707,60.99635330013725,39.19676967681562,2,1419.0594954307742,0,0.3545719030683314,Voltage Sag,18.432609895014238,6.902754647084719,54.91494482407188,89.67071388407102,341.5488588917388,95.97110380303344,0,1,High
221.01267795591457,195.7424536465871,0.9449255504931596,50.42175473246704,77.8672616494502,24.262995353805906,451.3258881851453,0.06963416132792055,57.46213041103666,6.439482869083268,1,1329.5704803771423,0,0.6344960526765603,Short Circuit,39.02782030361984,49.309201320203066,51.85946471100046,115.550098676374,355.5181053151019,67.29406583020466,0,1,Medium
236.45616931719036,281.553286847776,0.8838023532340792,50.394531044189335,99.47368112944349,39.76484807876753,116.45397062439882,0.2594368653221335,65.45670689669483,36.28422785245684,2,1222.193479975679,1,0.20295627765097646,Voltage Sag,24.09409681328327,53.456817937391406,44.020876223841185,91.33087063012148,996.4093845699254,144.92660313935903,1,1,High
220.45735344842916,115.57683256945808,0.7056792938284557,49.828923307537565,84.91623867792889,82.00970535763315,335.76675868686425,1.7434220434948404,34.00870277942438,41.499695725777116,1,1040.66565089071,1,0.8342876670682792,Short Circuit,0.6315233832478251,44.83016641913294,20.924484936255745,40.60372584968346,914.6801938598771,122.83151985116864,0,0,Medium
213.3997891998255,209.51253311210334,0.8411669377389548,50.22322797073747,71.32000268866575,95.68153306103079,469.47239236129076,2.2696354887087904,67.59599301265757,95.11309003923611,1,1978.0451703269914,3,0.9664019734470121,None,10.756599171301842,28.45860622559234,33.19130346060028,153.25148607891578,840.2012706830097,93.13731377119345,1,0,Medium
228.84790772338675,465.9992887517564,0.8065300514536884,50.06623338352304,97.68932339890418,35.84545379647925,186.6252152359179,1.5612299711572764,66.25529950933503,68.25397585743771,0,1145.8146865350586,0,0.539510008237747,None,19.3232361365685,61.90747273121712,27.302071888536883,170.63643382012285,366.26583583667474,135.35318719209516,0,1,High
229.55349741167188,299.0526999034307,0.7014893134285289,50.202183176423304,89.72077075280849,28.829600175452157,243.6606586312318,3.5927529835832503,51.65995413045343,61.55612970071175,4,1851.6219532726482,0,0.9592022376490728,Frequency Drift,1.393969725111397,75.03617484611593,59.175884160289485,181.63569464053774,441.3042951761882,66.087494490073,1,1,Low
229.01561262666704,390.56507561153154,0.9086953358475988,49.652543871914304,76.67949486146279,33.11951734972291,134.88574351962694,3.765604743232789,61.62118213859834,70.97929170483859,4,1376.6466728451853,1,0.8739499322709144,Frequency Drift,38.69833280622612,21.594317320059975,57.01023646809678,3.667516219951983,533.3615137534007,121.83913406960984,0,0,Low
245.86946747242834,323.3428145274738,0.9807803873178955,50.46123584328636,61.4765776861845,30.808694405313148,137.35500002464826,0.7718261883371458,73.59580823112255,46.02800237423929,1,1318.8761167947002,0,0.38442982860041386,None,4.605999655654429,52.627721662334395,65.89469324018415,58.430840378419546,431.34801640414264,78.5569132080783,0,1,Medium
245.79644012740056,282.68488237523184,0.8072018647503391,50.279556838881604,90.76668036674363,65.28452947627122,352.64858775919083,0.708452243031435,36.63595464751809,79.35517728906251,3,1524.2756921357611,1,0.5164109228926024,None,2.300992366573813,15.131659181741409,88.87883683537056,30.365610684700695,650.8615437874156,93.91980594958977,1,1,High
244.19047513898212,269.33972340216826,0.8389741342554926,49.806900075748395,96.6802439312851,87.71533999490454,144.4643823993611,1.4047302239758108,65.29070234017018,61.56990010040339,2,1299.9512826216592,2,0.9577128167178347,Voltage Sag,34.766872461586345,49.24684730465641,41.52150068407838,113.05203716304236,929.3905750703555,92.40325784259667,1,1,Medium
237.8484054731715,488.1003429712663,0.846937259818404,49.85271970629703,74.87357992727733,65.68368776856687,206.76073064207333,4.406137578642181,32.43270874784094,18.947500001791507,3,1506.841529365717,1,0.7455914524444325,Short Circuit,33.509895780871744,17.04452696392841,67.33245473379252,36.880297558830286,610.7078228327562,81.79263312993108,0,0,Low
215.4598091009072,132.07566847221705,0.9821518447681168,49.8255357493965,88.27523585285809,26.562961198094904,417.87797740840824,4.77759847104733,53.92436788846705,86.57726082239108,1,1219.5731921340723,3,0.5796299205196543,None,37.66249991694312,24.906707713007194,46.427321477091056,199.31609704852255,710.6543001338423,132.2517790514873,0,1,High
239.12268884869417,300.9284075202712,0.8492977306195928,50.46372291219088,88.88971745580255,71.03514654478798,287.33183738084745,0.5713455354651942,74.01412613163697,14.630959273984857,1,1480.2191310912945,2,0.1510634169322782,Voltage Sag,15.214443018623163,20.97831725514444,67.2326043283283,61.47136196955272,348.8397750605183,106.43738795270514,1,1,Medium
241.80631528042235,256.9317518539077,0.9986286250669318,49.70302902080378,79.71897238741244,22.751336867510528,414.8790064009926,3.4912456490310944,79.94186995213796,56.63315282428301,1,1132.6244018281636,2,0.9806673274438996,Short Circuit,4.741377102141118,82.03599258248126,97.80583974149933,117.32323351107578,162.6102158678443,127.33270287154652,0,1,High
211.72005544895185,89.5227072374277,0.8496631599470291,50.40536214845619,81.58296509574015,22.654687018236505,480.67783166141777,1.4984096027757103,53.234343240339754,72.71689335344445,4,1508.381276884627,0,0.9896902163327426,Frequency Drift,38.245028673467985,86.80282918433635,40.11960313241804,48.947687157147016,928.3749730414518,133.02534878674888,1,0,Low
222.87076443336105,243.59700283494004,0.8600885103876329,50.07186719306028,79.8453557804051,81.55769536281004,214.72772609340484,0.7439956768928951,67.04945620706452,44.25737537800121,0,1180.1054738124776,0,0.22040959045298036,None,31.874269495923684,85.43021474951945,59.83443836614035,34.483565349504694,612.1992561741928,143.88327871310372,1,1,Medium
234.67916644829128,400.2264130075055,0.8466158802187653,49.87855968254447,73.94081177562904,26.461535771804698,128.9589239500132,3.8379140805580354,71.67734749138225,33.67456208227273,2,1767.7610640892415,0,0.787641003981134,Voltage Sag,2.87794257746099,88.07857552909722,99.66444860250256,8.914939194442418,594.9001736185261,143.68980264333,0,0,Low
233.01801122635413,431.0545130068587,0.895638601524942,49.82595495539841,96.98445117964047,14.641719830246108,112.43633016822949,4.358899695341035,53.202527302578666,4.184857152005595,3,1906.4751060575038,1,0.556917074622606,Short Circuit,11.082508919865713,88.30572469141397,25.309866752668235,69.41002303356825,907.0742313425352,85.21612439791193,1,0,Medium
238.16627678408645,233.95706796832218,0.950607810124386,50.01280457605935,91.43553402942362,80.83172489130682,437.4703952970412,3.1219467459686823,76.60239696785672,5.266710112373618,5,1138.9083635883803,0,0.28512445864046054,Short Circuit,34.316927645137795,98.58699370992744,99.38603334791654,81.40297760600568,154.1932125062101,146.6907783308644,1,1,High
234.69834686228455,190.3104092189824,0.7942374843825246,50.28816582074077,68.50534290362289,95.65978345672727,224.68111515618463,3.5687825677034954,52.29775487012521,65.83404016822834,4,1195.0889254231413,0,0.3024757665016186,Short Circuit,24.088631213024424,29.673218262566646,79.83509445742254,114.53362296402084,58.017775268398466,89.96497561669453,0,0,Low
218.2507686019267,217.45265259946714,0.7810817520138209,49.66838678244015,90.79094945435284,54.4582794725187,204.13072534008782,4.884317658331103,64.33491534811868,3.036728579796444,3,1523.9300776897617,0,0.5128203885772591,Voltage Sag,18.881200311647433,19.004416672432345,30.482093156622856,94.05132339178547,864.4132083164408,139.12194786536708,1,1,Medium
248.05414521876608,180.71015502301017,0.7144518965359262,50.230871883823866,76.91702487160705,72.15752447791148,234.46695597494065,2.88633663991489,44.138712405412136,37.29959465879781,0,1387.085014373834,0,0.1218989022854942,None,7.440767325174216,25.690680643391683,61.475795925615046,84.70292598790543,678.9440271102424,76.45446272462543,0,0,Medium
216.3907833543505,307.2721028704101,0.8810882164282654,50.06134288718516,70.40442230205082,79.70611180533699,257.2227000879855,4.049938693106448,21.501982885949666,47.26103155330102,2,1883.9025211808762,0,0.7890108296054119,Short Circuit,36.671669177237845,36.09844604052207,72.78243328636705,32.96805977679067,557.4632471247621,88.8288488447874,0,0,Low
216.23589697451794,436.84072914365987,0.7192561499687709,49.613181354426196,78.14406488329504,73.30003218741234,145.58324564545057,1.9453625561648464,31.236132257430718,45.900991092841394,4,1621.497602504981,0,0.18300777750720337,None,33.358046411431786,28.656071910787816,89.03158273465583,186.82013308084763,757.566584763737,96.96210068154781,1,0,High
243.17750346056638,282.04151581942585,0.9362766071092737,49.966038837905046,98.8474356272859,35.176012162301646,288.3705141514444,1.0032787563161243,35.583572090633375,32.02378008938107,4,1921.1636367023739,3,0.9745950637990685,None,37.08324325435186,76.66818229409925,60.670803033630094,75.89125279364075,481.4937673993244,136.64810220925824,1,1,Low
234.3150724875928,177.70273707761956,0.7503219425504964,49.637415074673264,83.52231667837225,73.89449127722716,346.17468902804677,0.7167661239023676,61.82705150543184,88.41864536338045,1,1172.5229009637828,3,0.616456858859469,Short Circuit,13.786049846487298,77.50267968442553,67.1511370614405,109.48711850014409,670.1228866288366,59.327412984267895,0,1,Low
228.96030634968764,338.78336777302025,0.8571775669946038,50.3648149538949,84.6537554157232,82.06502404123852,325.36706768873773,4.500490088245144,49.762229584017376,82.50270762812376,1,1876.7366562762663,2,0.16559816555606144,Short Circuit,33.263512845266234,8.553624683484774,64.41176330716998,159.63409293560397,516.1844818462829,99.0470439962998,1,0,High
244.10716634623344,250.22364887834107,0.9584551858120152,49.62746388959705,77.13401571178846,33.17319004331172,246.913013298674,0.5157379838121656,21.750395679978997,75.67127355860974,0,1310.057060227232,1,0.44139008586102035,None,14.99854005704416,58.22306662722442,80.2801840845273,47.070043889327074,58.614385351754564,127.5099626005039,1,1,Medium
215.95943979774674,317.43690278941244,0.8737743142896245,50.20505532633859,61.001909446260775,29.0191400744329,375.03499849834674,1.2513212583228472,31.96761692649013,80.68765099698606,1,1147.2500571897501,1,0.9532183432991262,Voltage Sag,11.722709566741747,3.6712953022657757,59.60172113099331,29.784900574956886,61.608993340999454,113.3018716895236,0,0,Low
210.55157656048408,225.3746670915995,0.7812907121884053,50.33906127238025,66.66394083933469,24.074578971627435,413.3903894837859,0.39957071706547553,71.03013508316127,8.022746197162045,3,1168.834788333787,3,0.7597207941389573,Short Circuit,35.39476986690929,96.91148706660013,23.43615341515706,47.924839821883495,932.2917601391136,97.28225310478415,1,0,Medium
235.81231530596986,244.7955774579704,0.7951419188172905,49.51730937328588,87.68057793556294,33.16941894740595,116.07772690734484,0.2067524951250982,81.20513555035787,61.5756240850044,1,1628.7291029397356,3,0.12670525556049536,Frequency Drift,38.90845312164477,13.797350594074375,90.48216467908088,173.5590451515605,709.1260691058623,136.60775541137485,0,1,Low
249.1688167870738,103.71969681455181,0.7812592304784033,50.04189755041367,63.31653589609829,96.06245435395137,111.26534562180996,4.675154006763,82.20874849536204,58.38407723152336,0,1445.6500586893972,0,0.6603150607551999,None,12.843730299025339,38.469619397632506,57.44007966381356,153.48822144905728,248.73826306201906,124.59996818070347,0,0,Medium
231.15659241510374,391.4147586999425,0.7788427104038258,50.29326260789326,93.31475347371173,11.405391263048912,483.2079462983673,3.0436775836411845,85.12214626127881,81.7232575702474,2,1862.564897445495,0,0.9481863279622833,Voltage Sag,2.296243938810898,66.64542887086624,27.836772270170762,152.06464340610387,774.6218767545116,135.67945920937692,1,0,Medium
233.0554748586007,342.87427730138137,0.799657292792068,49.74589504518483,70.78892777569173,30.985015670197438,427.08182159539103,1.2992441867877487,67.94223719238389,28.402076737438044,3,1661.2762979929093,5,0.8626205918967172,Frequency Drift,27.580122637044013,53.99874820218618,84.3794737737221,174.03845514354092,335.71695792054066,70.27154020538339,1,0,High
232.99641428043233,307.01714093075253,0.9662418572573185,50.4346744819567,74.16664478892855,57.67569858332075,359.3211712233687,2.828537434503545,78.58609891432965,13.62243833939969,2,1862.134478635641,2,0.6344149713192387,Frequency Drift,21.13501637329833,20.480599145040845,97.21506872787165,199.6484394036666,948.7546089787414,76.72959278508421,0,1,Medium
210.48398848047043,151.29937413332135,0.7296203537764518,49.82733215254493,72.35233325883112,63.569609898267394,365.96591463687776,3.272503215271889,58.956926649613486,55.0744313549401,3,1121.4796175795454,1,0.5492843349168276,Frequency Drift,33.0245568991143,6.6619442118032834,35.991737844498914,65.24452116179074,289.68537743324805,120.82590720877285,0,0,Low
233.32557721971025,239.00528706275526,0.8633344695505581,50.429688868872425,99.29597002747445,73.50467092935014,267.02087226348686,4.888326177773136,61.61402276495312,43.788316086036595,3,1278.738581097047,2,0.6839133601321336,Short Circuit,7.442740579320444,14.232141621394668,65.95188689283634,178.975690287153,0.1092376091590408,143.59580402340632,1,0,Low
220.25078830178904,371.28958126591334,0.8312337843913454,50.15992738602956,89.50123163648527,98.02531385768613,116.0088652139383,4.0134552929989225,27.083125703421487,47.30561304172656,0,1112.6210947702275,0,0.4366446487399268,Frequency Drift,37.81098256427408,32.206062792619996,43.5851505177003,196.35916989714653,704.841597507686,122.67985214982978,1,1,Medium
225.257904348433,180.1610508333151,0.9254038388019764,50.42919035391593,67.40252367430115,52.64233104420212,379.4255917486646,3.6048159958928414,75.3703647083232,97.28552045784443,3,1327.2137175299508,0,0.11930969762012017,Short Circuit,2.2609321899436186,56.14686540232026,87.57532253542088,81.25255842726192,346.37099578352047,82.4299671231145,0,1,Medium
243.5261377705159,230.45939885386414,0.8703073228138857,50.221310423508456,82.4931282767982,36.07038470632246,129.77581828930886,4.347114793891592,58.43868865986809,18.90452799391502,1,1458.7900980258983,1,0.632530948361661,Voltage Sag,39.90097416719088,51.956769841274976,36.60954267022422,181.56167521143368,975.9648107638473,90.05598853769524,0,1,Low
242.8262853260707,132.5138686069323,0.8316561100542139,50.4860886455851,75.3578527963605,22.80185296968876,141.4234525429461,1.8048537504768651,43.17294299924564,42.14698592900141,1,1178.0920928866444,2,0.8694853974701489,None,12.27716264079631,86.41487233078871,34.314885382629,25.133035162604944,461.0472724091801,101.87838883836727,0,1,Low
248.04487014867578,195.83779509228324,0.891426171960139,50.20802772052726,73.02760209269952,67.5361382561886,416.8091221876765,4.465748634647223,64.36545556831106,2.5722001264147476,0,1435.5372627850502,0,0.9134070036509312,Short Circuit,9.112004951102843,24.490236921643515,41.065503540122236,64.91442403878744,253.376350212706,120.58316912235476,1,1,High
219.89346651100607,97.22677238197102,0.8262847111312449,50.31427630798019,83.72451123584085,39.73715502536823,273.42697512835116,1.2024191631201515,27.593466316203322,63.08499697822361,2,1109.1023902049121,3,0.15402477701464995,None,8.836368263274984,58.521435895673626,50.825636916856205,115.35433754306936,790.0464869915593,144.01357709420773,0,0,Medium
239.77708109083972,146.80994109174281,0.8056259438772796,50.34014439023101,68.67919345610242,39.87427009851571,477.7609209095621,0.6145472091656523,20.252217192162504,52.53118967580076,0,1088.3794769755877,1,0.909167654089025,Frequency Drift,5.30813041893369,89.7052862352859,54.06442282038412,163.1745746995214,57.56563280828475,82.08068597783091,0,1,High
236.07070669334692,293.9932853704229,0.8798433876786407,50.150465649309155,87.25748289357719,46.87910496139516,460.8804276645618,3.1737979775468195,40.28476399097326,53.90997311364845,2,1829.6428261223061,0,0.8424065432041806,Voltage Sag,12.944927048765397,66.25821051264347,68.77296046211103,62.16070766888373,775.7042799479391,127.79413593469893,0,1,Low
218.24598817946728,343.0062354390565,0.8149860874314805,49.644007301561516,98.6625637268265,35.16091109984295,270.78673140104775,0.16826498322239314,28.76437890700111,8.470098081507626,2,1618.9470124340828,0,0.35012011461503145,None,10.11318739255632,26.31852332283814,51.56699062269339,38.98713882271145,740.2953650842826,89.67720325485686,1,0,Low
218.83422735785064,122.37053464786817,0.9543153235345059,49.98229005706946,93.48554510711577,36.61905694157541,419.90072964408415,3.831117855794255,23.42249854584873,90.84222511214428,1,1087.0062644539066,2,0.9907277124509475,Short Circuit,22.372679471122506,99.92597729706686,45.44341803831601,26.537073391234077,374.01638367007337,97.22118238746026,1,0,High
246.13737442298566,176.00983939402357,0.8845129666684467,50.04938470619106,80.41070114145342,12.488643475193761,445.6558591624656,0.12740076207901407,46.18720570672279,16.8925652507968,3,1753.578798000709,0,0.526858014087572,None,35.29708019557705,89.25877753859551,47.02740714722409,53.881812767313164,787.8626872465769,68.11638287183298,1,0,Medium
236.99150180081799,231.5008786374653,0.7646740733711939,49.692383158479906,86.68479105080038,34.417277113779065,116.21955781605604,1.8073690777264106,53.52940349803684,15.196461563289299,0,1778.7080172598767,0,0.7657635942392996,Short Circuit,18.768798425124512,8.034030433319106,30.894792116988317,116.41541565736779,616.0444281108436,50.59566165976924,1,0,High
217.21522202121506,229.5662923638621,0.9733103327328874,50.10001992848617,95.77962207582317,35.34583947678093,218.80429636836595,2.166369416240692,51.22111329405707,90.58897884534818,1,1971.1378983033735,0,0.9308929044339339,Frequency Drift,22.525852341313353,27.53088245222258,23.50560115625794,126.80319245873531,834.8198452493573,50.12610382547851,1,0,Medium
244.50139654594577,424.3411812221512,0.910006097549527,49.91460153759033,87.61837593200968,88.59450972940002,215.6614570437386,4.555661604682543,47.553214084137934,31.931310117946154,8,1208.0256260103513,0,0.6856246193843114,None,18.175665474247168,90.81250486624165,27.910971312725792,106.13798975341302,362.17430154880645,57.80324820888886,0,1,Medium
232.16483295931442,283.9241327761325,0.9441640936473874,49.99831224471296,82.48356838424814,68.07769550599079,447.22688372591045,3.007043561399401,86.97728603595733,76.51782978210667,2,1173.432998498269,3,0.6179128982988722,Voltage Sag,32.692865392325544,82.94356048446275,35.46838654365377,25.776652769619268,504.54861910199566,97.5950639269191,1,0,Medium
220.76545519579028,370.94272996623494,0.8677426793367685,50.45066634883668,94.25826542124022,84.45085417155927,255.34182737234258,2.039961001355289,83.54536330213602,36.84215075598415,3,1834.3839887778731,1,0.47585949115968096,Voltage Sag,16.10818994735935,53.14743255694475,20.944127105414285,112.07003432051528,288.49713139695746,141.59643242497364,1,1,High
234.9799815193321,239.81751349663173,0.7303590133247323,50.32735917622185,65.3192700340509,64.64836394673918,245.92812871659632,3.249705482175454,76.65005214841386,61.93385994638447,0,1750.013571254964,2,0.6668626175677849,Voltage Sag,8.919905872460042,70.49497834549895,30.250377058652667,190.8023826824379,998.7764252592161,72.62520623907629,1,1,Low
249.20370638764365,284.6623386029454,0.9792265902804802,49.73864351294987,70.24701767442414,61.84614654830981,362.13486727517886,1.0187829174688134,31.902983513000972,92.60956893907982,1,1073.6368349269057,1,0.11323773699862402,None,23.819430567720108,84.17928356873188,85.28773639487999,75.85371411381846,583.3403796631618,95.94662978370161,0,0,Low
215.8212911019212,116.66404621384098,0.7887574479680625,50.12693701710601,81.78250091752619,58.978401855426945,212.38153768380727,3.4325918799749906,61.748813485121076,6.017870123678781,4,1163.0509394468738,1,0.24832004676587213,None,9.393407899290779,92.81301659582203,29.12844256430846,9.696894647013998,837.7785782635488,129.48858566189804,1,0,Medium
242.7353435128831,136.96781461276424,0.7986198420474612,49.72724476417781,60.73390738745089,14.350750896520653,367.6855784848063,1.6398146715931734,52.17048806828914,93.50668050907764,4,1273.6520669033837,1,0.6431999748943988,Voltage Sag,19.19511567308939,69.74156724484065,42.122793170405835,82.96311844449001,484.61110339671364,65.5286463352438,0,1,Medium
241.2774910349548,392.58252406694504,0.918560007358081,50.49575231248799,83.9420043576381,20.41467861333299,333.1152859563274,3.4098066395405957,77.67805618066146,28.098090247385045,2,1027.5186711117524,0,0.5728775272636383,Short Circuit,34.79467547972038,99.9036983545788,62.79988177808271,10.235982635592933,464.65019727766133,52.551096275103504,1,1,High
210.76375070470726,291.8776844993457,0.8880422344816141,50.2484783499266,73.97103587780315,10.108164166457787,270.64288754022897,4.697658833718708,46.20726183940353,90.07193985534279,4,1286.523626562675,1,0.3296054885717369,None,34.52487911976202,30.624182592903402,86.77753881554197,74.02055473435631,761.5787901167558,73.80170987150309,0,1,Low
246.1648794006761,167.74555075794694,0.7852601076108101,50.35951724092659,92.11769166904095,15.84429545751531,257.53251424077405,2.1955503645296193,24.398125474617366,87.53491584699721,3,1746.4993042951974,1,0.523445968726305,Frequency Drift,24.295382688319794,36.94300103520776,55.362475640140616,177.62820652701643,708.6195784228033,50.07283570750154,1,1,Medium
212.6085824907673,96.7535060194189,0.7982748227666806,50.392147935899814,93.98465035683877,73.57550346314,211.44751872757107,4.9317386934706064,36.511592366627525,35.10520537400047,2,1243.7597358558546,0,0.17514685812834338,Short Circuit,26.644997947109314,30.333037652668114,89.5516633725404,167.9652441392939,399.93661440726714,51.995302435255105,1,0,Medium
249.17244748368316,86.80349372264726,0.7018962998786455,50.073610027840814,67.62840841369659,66.77447088089374,226.70763574869704,0.940923932990646,75.47678597961621,9.882117151251446,2,1169.383301660101,1,0.17504705358751627,None,5.954106107423174,23.187515464377217,61.82193429249237,150.86184582547247,577.1320403349233,84.67896080822331,1,1,High
219.66964521433673,254.73538101512403,0.7410916878618837,50.057866695888634,92.52118322922763,11.002634920983288,367.6253419392979,0.4314164061149883,71.32528222428374,3.866675856640067,1,1502.2774781086723,2,0.25553779257008186,None,18.354251036846176,89.21491618319301,95.92292539251949,177.14596614927856,773.5069653089594,135.60603864416944,1,1,Medium
245.3404664567412,342.4470138500682,0.7516294862454702,50.3550689664769,93.98050933055625,54.20554079138873,416.79424529679767,1.2679815716090737,51.326104452876464,76.98066370412306,3,1212.145783016391,0,0.7362486417475959,Frequency Drift,15.75855283847661,87.36713091374088,76.9142516861865,70.60428518862459,810.8479602870228,139.56349810329587,1,0,Medium
247.11065317893286,287.884709506481,0.7983255950447025,50.037368263119575,64.57103703309865,26.25973248627011,324.85885526358084,2.4288953714435797,38.87017672766351,65.1719499872098,4,1764.5336240517852,1,0.9725920295210705,Voltage Sag,9.626375882475973,93.25195027675993,96.7683076283963,119.066591423196,436.98142093853585,132.9939637855611,1,0,Low
